,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
908,female,3,4,free/reduced,1,2,1,0,0.0,1,1,60,65,69,1.0,0.0,1.0,0.0
909,female,4,6,free/reduced,1,0,1,0,1.0,0,1,74,86,81,1.0,0.0,1.0,0.0
910,female,3,0,standard,0,1,1,1,2.0,0,2,48,71,76,1.0,0.0,0.0,1.0
911,female,4,6,free/reduced,1,1,2,0,2.0,1,2,72,63,62,1.0,0.0,1.0,0.0
912,male,4,1,standard,1,1,1,1,4.0,1,1,99,99,100,0.0,1.0,0.0,1.0
913,male,1,0,standard,1,1,0,1,3.0,1,1,59,61,52,0.0,1.0,0.0,1.0
914,female,2,2,standard,1,1,2,1,2.0,0,0,81,81,88,1.0,0.0,0.0,1.0
915,male,2,5,free/reduced,1,2,2,1,1.0,1,1,68,57,62,0.0,1.0,1.0,0.0
916,male,0,0,standard,1,0,2,1,0.0,1,1,95,79,75,0.0,1.0,0.0,1.0
917,male,2,3,standard,1,2,1,0,1.0,0,0,88,94,96,0.0,1.0,0.0,1.0
918,male,2,2,free/reduced,1,1,2,1,1.0,1,0,80,71,66,0.0,1.0,1.0,0.0
919,female,3,2,free/reduced,1,2,1,1,1.0,1,0,42,46,46,1.0,0.0,1.0,0.0
920,male,2,2,standard,0,1,0,1,2.0,2,2,80,77,79,0.0,1.0,0.0,1.0
921,female,0,3,free/reduced,0,1,2,1,0.0,2,2,52,64,68,1.0,0.0,1.0,0.0
922,female,3,1,standard,1,2,2,1,3.0,0,0,79,82,86,1.0,0.0,0.0,1.0
923,female,1,5,standard,0,2,2,1,2.0,1,1,62,83,81,1.0,0.0,0.0,1.0
924,female,2,3,standard,1,1,2,1,0.0,1,2,74,82,85,1.0,0.0,0.0,1.0
925,male,3,5,free/reduced,1,1,1,1,0.0,0,0,65,70,64,0.0,1.0,1.0,0.0
926,female,1,3,free/reduced,1,1,2,0,1.0,0,0,70,76,76,1.0,0.0,1.0,0.0
927,male,1,5,standard,1,1,2,1,4.0,2,1,64,64,52,0.0,1.0,0.0,1.0
928,female,3,0,free/reduced,0,2,1,1,0.0,0,0,72,88,89,1.0,0.0,1.0,0.0
929,female,2,2,standard,1,2,1,1,2.0,1,1,61,57,59,1.0,0.0,0.0,1.0
930,female,1,3,standard,1,2,2,0,4.0,1,2,75,79,80,1.0,0.0,0.0,1.0
931,male,2,0,free/reduced,0,1,2,0,3.0,0,2,65,69,68,0.0,1.0,1.0,0.0
932,female,3,5,free/reduced,1,1,0,1,2.0,1,2,59,76,77,1.0,0.0,1.0,0.0
933,female,3,1,standard,1,1,2,1,3.0,1,0,52,67,68,1.0,0.0,0.0,1.0
934,male,3,2,standard,1,1,2,1,2.0,1,1,49,38,39,0.0,1.0,0.0,1.0
935,female,4,2,standard,0,0,1,1,1.0,0,0,100,100,100,1.0,0.0,0.0,1.0
936,female,3,0,free/reduced,1,1,2,0,6.0,1,0,45,53,55,1.0,0.0,1.0,0.0
937,female,3,6,standard,1,0,2,0,3.0,2,0,70,78,80,1.0,0.0,0.0,1.0
938,male,2,0,standard,1,0,2,0,3.0,1,1,77,69,71,0.0,1.0,0.0,1.0
939,male,3,2,standard,1,2,1,1,4.0,1,0,72,63,62,0.0,1.0,0.0,1.0
940,female,1,0,standard,0,1,2,1,3.0,1,0,77,83,90,1.0,0.0,0.0,1.0
941,female,3,0,standard,0,2,0,1,3.0,0,2,86,96,95,1.0,0.0,0.0,1.0
942,male,3,1,standard,1,0,2,1,4.0,1,0,74,66,72,0.0,1.0,0.0,1.0
943,female,4,1,standard,0,1,2,1,0.0,0,0,100,100,100,1.0,0.0,0.0,1.0
944,male,4,6,standard,0,1,2,1,0.0,1,2,78,68,68,0.0,1.0,0.0,1.0
945,female,4,2,free/reduced,1,1,0,1,3.0,0,0,73,81,79,1.0,0.0,1.0,0.0
946,male,1,5,standard,1,2,1,0,1.0,1,0,59,49,43,0.0,1.0,0.0,1.0
947,male,1,2,standard,1,1,0,1,3.0,1,0,71,64,59,0.0,1.0,0.0,1.0
948,male,1,6,free/reduced,1,1,1,1,0.0,1,2,38,39,37,0.0,1.0,1.0,0.0
949,male,0,2,free/reduced,1,1,2,1,1.0,2,0,62,69,61,0.0,1.0,1.0,0.0
950,male,2,6,standard,1,1,2,1,6.0,0,0,72,76,69,0.0,1.0,0.0,1.0
951,male,1,6,free/reduced,0,2,0,0,2.0,0,0,68,69,64,0.0,1.0,1.0,0.0
952,female,1,2,free/reduced,1,2,0,1,1.0,0,2,47,72,68,1.0,0.0,1.0,0.0
953,male,1,1,free/reduced,1,1,1,1,1.0,0,0,48,50,46,0.0,1.0,1.0,0.0
954,female,3,0,free/reduced,1,0,2,1,1.0,1,2,29,45,46,1.0,0.0,1.0,0.0
955,female,2,6,standard,0,1,1,1,0.0,1,1,49,61,61,1.0,0.0,0.0,1.0
956,female,2,2,free/reduced,1,1,2,0,4.0,2,2,36,35,35,1.0,0.0,1.0,0.0
957,female,2,5,standard,1,0,2,0,1.0,0,1,70,74,73,1.0,0.0,0.0,1.0
958,female,2,5,standard,1,0,1,1,1.0,0,1,58,71,71,1.0,0.0,0.0,1.0
959,female,3,1,free/reduced,1,1,2,0,1.0,1,0,44,54,49,1.0,0.0,1.0,0.0
960,male,2,5,standard,1,1,1,0,3.0,0,0,77,83,70,0.0,1.0,0.0,1.0
961,male,2,5,standard,1,1,2,1,2.0,1,0,57,50,45,0.0,1.0,0.0,1.0
962,female,2,4,standard,1,2,2,0,2.0,0,2,57,70,66,1.0,0.0,0.0,1.0
963,female,2,6,standard,0,1,1,1,4.0,1,0,63,78,80,1.0,0.0,0.0,1.0
964,female,1,5,free/reduced,0,1,2,0,2.0,0,0,56,74,74,1.0,0.0,1.0,0.0
965,male,1,5,standard,1,1,1,0,2.0,2,0,82,73,72,0.0,1.0,0.0,1.0
966,male,1,0,standard,1,1,1,1,2.0,1,0,58,53,48,0.0,1.0,0.0,1.0
967,male,4,0,free/reduced,0,3,1,1,1.0,2,2,78,63,64,0.0,1.0,1.0,0.0
968,female,0,2,free/reduced,0,1,2,1,1.0,2,0,59,68,68,1.0,0.0,1.0,0.0
969,male,1,3,standard,0,1,2,0,3.0,1,0,72,65,71,0.0,1.0,0.0,1.0
970,female,1,5,free/reduced,1,1,1,1,1.0,0,0,69,76,69,1.0,0.0,1.0,0.0
971,male,2,6,standard,0,1,1,1,0.0,1,0,66,55,63,0.0,1.0,0.0,1.0
972,female,2,0,standard,1,1,2,1,0.0,1,1,56,69,62,1.0,0.0,0.0,1.0
973,male,4,0,standard,0,2,1,1,3.0,2,1,81,79,76,0.0,1.0,0.0,1.0
974,female,4,0,free/reduced,1,1,2,1,0.0,0,1,60,73,68,1.0,0.0,1.0,0.0
975,female,3,3,standard,0,1,2,0,1.0,1,2,65,85,95,1.0,0.0,0.0,1.0
976,female,3,2,standard,1,1,2,0,3.0,1,0,62,70,67,1.0,0.0,0.0,1.0
977,female,1,2,free/reduced,0,0,1,1,0.0,0,0,32,48,51,1.0,0.0,1.0,0.0
978,male,3,5,standard,1,1,2,1,2.0,1,2,71,55,61,0.0,1.0,0.0,1.0
979,male,4,2,free/reduced,1,1,2,1,2.0,1,1,57,59,49,0.0,1.0,1.0,0.0
980,female,0,6,free/reduced,1,3,2,1,4.0,1,0,57,65,70,1.0,0.0,1.0,0.0
981,male,1,6,standard,1,1,2,1,3.0,1,0,48,43,37,0.0,1.0,0.0,1.0
982,female,2,1,standard,0,1,0,1,2.0,0,1,67,81,80,1.0,0.0,0.0,1.0
983,female,4,3,free/reduced,1,1,1,1,2.0,1,0,73,86,86,1.0,0.0,1.0,0.0
984,male,2,1,free/reduced,1,2,1,1,1.0,0,0,36,42,39,0.0,1.0,1.0,0.0
985,male,4,5,standard,0,1,1,1,1.0,0,0,100,98,93,0.0,1.0,0.0,1.0
986,male,0,5,free/reduced,1,3,2,1,4.0,1,0,66,68,65,0.0,1.0,1.0,0.0
987,female,1,6,free/reduced,0,1,0,1,3.0,2,0,26,36,36,1.0,0.0,1.0,0.0
988,male,3,5,free/reduced,1,1,2,1,0.0,0,0,52,53,51,0.0,1.0,1.0,0.0
989,female,2,5,standard,1,1,1,1,1.0,1,2,61,64,59,1.0,0.0,0.0,1.0
990,male,3,5,standard,0,2,2,1,4.0,1,1,66,64,59,0.0,1.0,0.0,1.0
991,female,2,6,standard,1,2,1,1,0.0,2,2,70,75,69,1.0,0.0,0.0,1.0
992,male,2,3,free/reduced,1,1,2,1,0.0,1,2,65,67,75,0.0,1.0,1.0,0.0
993,male,3,5,standard,1,1,2,1,0.0,0,0,79,73,74,0.0,1.0,0.0,1.0
994,female,2,5,free/reduced,1,2,2,0,2.0,1,0,53,69,63,1.0,0.0,1.0,0.0
995,male,1,2,standard,0,1,0,1,2.0,0,0,62,62,58,0.0,1.0,0.0,1.0
996,male,2,6,standard,1,1,2,0,3.0,1,2,71,72,69,0.0,1.0,0.0,1.0
997,female,1,2,standard,1,0,2,1,4.0,0,0,72,67,68,1.0,0.0,0.0,1.0
998,female,2,5,free/reduced,1,1,1,1,1.0,0,1,55,64,68,1.0,0.0,1.0,0.0
999,female,3,5,standard,0,1,2,0,1.0,1,2,70,88,94,1.0,0.0,0.0,1.0
1000,female,2,5,standard,0,1,2,1,0.0,1,0,72,79,76,1.0,0.0,0.0,1.0
1001,male,2,1,free/reduced,1,1,2,1,2.0,1,0,78,87,76,0.0,1.0,1.0,0.0
1002,female,1,6,standard,0,0,0,1,2.0,1,2,77,91,92,1.0,0.0,0.0,1.0
1003,female,2,0,standard,0,2,2,1,6.0,0,1,64,76,75,1.0,0.0,0.0,1.0
1004,female,1,5,free/reduced,1,1,2,0,1.0,1,1,55,65,61,1.0,0.0,1.0,0.0
1005,female,2,6,free/reduced,1,1,1,1,2.0,0,2,61,79,78,1.0,0.0,1.0,0.0
1006,female,3,0,standard,1,2,0,1,1.0,1,0,88,95,97,1.0,0.0,0.0,1.0
1007,male,3,6,free/reduced,1,3,1,0,2.0,0,2,50,50,48,0.0,1.0,1.0,0.0
1008,female,3,4,standard,1,1,1,1,4.0,1,1,79,77,81,1.0,0.0,0.0,1.0
1009,male,3,6,free/reduced,1,1,0,1,1.0,0,0,49,47,46,0.0,1.0,1.0,0.0
1010,female,1,4,standard,1,1,2,1,1.0,0,0,58,64,63,1.0,0.0,0.0,1.0
1011,male,2,0,standard,1,2,1,1,2.0,0,0,80,74,77,0.0,1.0,0.0,1.0
1012,male,2,5,standard,1,1,1,1,3.0,0,0,70,63,55,0.0,1.0,0.0,1.0
1013,female,2,6,standard,0,1,2,1,0.0,1,0,65,73,75,1.0,0.0,0.0,1.0
1014,male,3,0,standard,1,1,1,0,1.0,1,0,74,62,71,0.0,1.0,0.0,1.0
1015,female,2,0,standard,1,3,1,1,0.0,0,0,81,82,84,1.0,0.0,0.0,1.0
1016,female,1,0,standard,1,3,2,1,0.0,0,0,55,61,59,1.0,0.0,0.0,1.0
1017,female,3,4,free/reduced,1,1,2,1,1.0,1,0,52,66,60,1.0,0.0,1.0,0.0
1018,male,2,5,free/reduced,1,2,2,1,3.0,0,0,54,59,46,0.0,1.0,1.0,0.0
1019,male,4,0,free/reduced,1,2,0,1,0.0,2,0,86,91,89,0.0,1.0,1.0,0.0
1020,female,3,0,standard,1,2,0,1,0.0,0,0,71,75,84,1.0,0.0,0.0,1.0
1021,male,2,1,free/reduced,1,0,2,1,2.0,2,0,61,51,54,0.0,1.0,1.0,0.0
1022,female,4,2,standard,1,1,2,0,3.0,0,1,56,58,58,1.0,0.0,0.0,1.0
1023,male,2,0,free/reduced,0,0,2,0,3.0,0,1,76,80,73,0.0,1.0,1.0,0.0
1024,female,2,1,standard,0,1,2,1,2.0,0,0,52,69,71,1.0,0.0,0.0,1.0
1025,male,3,6,free/reduced,1,2,2,0,4.0,1,0,47,53,52,0.0,1.0,1.0,0.0
1026,male,2,3,standard,1,1,2,1,1.0,0,0,84,90,87,0.0,1.0,0.0,1.0
1027,female,4,0,standard,1,2,2,1,0.0,2,0,91,95,100,1.0,0.0,0.0,1.0
1028,male,4,5,standard,0,1,1,1,1.0,1,1,99,87,92,0.0,1.0,0.0,1.0
1029,male,4,5,free/reduced,1,0,1,0,3.0,1,0,65,59,59,0.0,1.0,1.0,0.0
1030,female,2,6,standard,1,1,2,1,1.0,0,0,69,80,75,1.0,0.0,0.0,1.0
1031,male,1,0,free/reduced,1,2,2,0,2.0,1,1,36,51,42,0.0,1.0,1.0,0.0
1032,female,3,0,free/reduced,1,3,2,1,2.0,1,1,63,78,70,1.0,0.0,1.0,0.0
1033,female,3,2,standard,1,1,1,1,2.0,1,0,66,75,72,1.0,0.0,0.0,1.0
1034,female,1,4,standard,1,1,1,1,0.0,2,1,69,77,71,1.0,0.0,0.0,1.0
1035,male,1,6,free/reduced,0,2,2,0,3.0,0,0,58,61,62,0.0,1.0,1.0,0.0
1036,male,2,2,standard,1,2,2,0,2.0,0,0,58,51,48,0.0,1.0,0.0,1.0
1037,female,1,6,standard,0,1,1,1,0.0,0,1,61,73,71,1.0,0.0,0.0,1.0
1038,female,2,4,free/reduced,1,1,2,1,0.0,0,2,77,87,79,1.0,0.0,1.0,0.0
1039,female,1,0,standard,1,0,2,0,4.0,1,0,52,59,63,1.0,0.0,0.0,1.0
1040,male,4,1,standard,1,3,0,1,2.0,0,0,90,90,82,0.0,1.0,0.0,1.0
1041,female,2,5,standard,1,2,2,1,1.0,2,1,66,76,79,1.0,0.0,0.0,1.0
1042,female,4,0,free/reduced,0,0,2,0,2.0,2,0,71,87,87,1.0,0.0,1.0,0.0
1043,female,0,1,standard,0,2,0,1,0.0,0,0,60,67,61,1.0,0.0,0.0,1.0
1044,female,3,2,standard,1,3,1,1,2.0,0,1,45,46,49,1.0,0.0,0.0,1.0
1045,male,2,5,standard,0,1,2,1,1.0,2,1,72,71,73,0.0,1.0,0.0,1.0
1046,male,1,4,standard,0,1,2,1,2.0,1,1,64,65,60,0.0,1.0,0.0,1.0
1047,male,4,5,standard,1,1,2,0,3.0,1,1,72,65,62,0.0,1.0,0.0,1.0
1048,male,2,4,free/reduced,1,1,1,1,2.0,0,1,56,67,51,0.0,1.0,1.0,0.0
1049,male,2,6,free/reduced,1,1,0,0,4.0,1,0,67,76,64,0.0,1.0,1.0,0.0
1050,male,3,5,standard,1,0,1,1,4.0,2,0,74,66,71,0.0,1.0,0.0,1.0
1051,male,1,6,free/reduced,0,1,2,1,4.0,1,1,54,63,53,0.0,1.0,1.0,0.0
1052,female,0,2,standard,1,1,2,1,0.0,1,0,54,58,53,1.0,0.0,0.0,1.0
1053,male,2,5,standard,0,1,0,1,1.0,2,0,80,76,77,0.0,1.0,0.0,1.0
1054,female,2,5,standard,1,1,2,1,1.0,0,0,57,77,72,1.0,0.0,0.0,1.0
1055,female,1,6,standard,1,1,0,0,1.0,0,1,47,52,50,1.0,0.0,0.0,1.0
1056,female,3,2,standard,1,1,0,1,2.0,1,0,58,73,68,1.0,0.0,0.0,1.0
1057,male,2,0,standard,1,1,1,1,1.0,1,0,53,52,49,0.0,1.0,0.0,1.0
1058,male,4,5,standard,1,1,2,0,4.0,1,1,75,69,69,0.0,1.0,0.0,1.0
1059,female,2,3,free/reduced,1,0,0,1,4.0,0,0,59,72,72,1.0,0.0,1.0,0.0
1060,male,4,3,standard,0,2,2,0,2.0,1,1,80,91,88,0.0,1.0,0.0,1.0
1061,female,0,0,standard,1,2,1,1,4.0,2,0,80,75,77,1.0,0.0,0.0,1.0
1062,male,0,2,standard,1,0,2,1,1.0,0,1,67,63,53,0.0,1.0,0.0,1.0
1063,male,2,2,standard,1,1,1,1,3.0,1,1,63,61,60,0.0,1.0,0.0,1.0
1064,male,1,1,standard,1,1,0,1,4.0,1,1,78,78,69,0.0,1.0,0.0,1.0
1065,male,3,5,standard,0,0,1,0,3.0,1,0,73,76,76,0.0,1.0,0.0,1.0
1066,female,3,5,free/reduced,1,1,1,1,0.0,1,1,51,70,71,1.0,0.0,1.0,0.0
1067,male,3,1,standard,0,2,2,1,2.0,0,2,76,68,68,0.0,1.0,0.0,1.0
1068,male,3,0,standard,1,0,1,1,2.0,1,1,68,70,79,0.0,1.0,0.0,1.0
1069,male,0,5,standard,1,1,2,1,1.0,0,0,93,87,74,0.0,1.0,0.0,1.0
1070,female,1,0,free/reduced,1,0,1,0,5.0,1,0,62,69,69,1.0,0.0,1.0,0.0
1071,male,0,0,standard,1,1,2,1,4.0,0,0,68,63,60,0.0,1.0,0.0,1.0
1072,female,1,3,free/reduced,1,1,2,1,2.0,1,2,55,68,74,1.0,0.0,1.0,0.0
1073,female,2,2,standard,0,0,1,1,1.0,1,0,57,75,75,1.0,0.0,0.0,1.0
1074,female,0,6,free/reduced,1,1,1,1,0.0,0,2,46,53,51,1.0,0.0,1.0,0.0
1075,male,2,2,free/reduced,1,1,1,0,2.0,0,0,53,50,38,0.0,1.0,1.0,0.0
1076,male,1,5,standard,1,2,2,1,3.0,1,1,80,78,74,0.0,1.0,0.0,1.0
1077,female,3,6,free/reduced,1,1,0,0,2.0,1,2,38,54,49,1.0,0.0,1.0,0.0
1078,male,2,1,standard,0,2,2,0,2.0,1,0,77,67,68,0.0,1.0,0.0,1.0
1079,male,3,1,free/reduced,1,2,2,0,1.0,1,1,82,74,83,0.0,1.0,1.0,0.0
1080,female,0,1,free/reduced,1,0,2,1,0.0,0,0,43,58,46,1.0,0.0,1.0,0.0
1081,male,1,4,standard,1,1,2,1,4.0,1,0,61,56,55,0.0,1.0,0.0,1.0
1082,female,2,0,standard,1,0,2,0,1.0,1,1,81,94,95,1.0,0.0,0.0,1.0
1083,male,3,5,standard,1,2,2,1,5.0,1,0,62,63,67,0.0,1.0,0.0,1.0
1084,female,1,0,free/reduced,0,2,0,1,1.0,0,2,53,69,70,1.0,0.0,1.0,0.0
1085,male,2,5,standard,1,1,2,1,4.0,1,0,76,82,72,0.0,1.0,0.0,1.0
1086,female,2,3,free/reduced,0,1,2,0,1.0,1,1,61,83,82,1.0,0.0,1.0,0.0
1087,female,3,0,free/reduced,1,1,2,1,3.0,1,0,48,66,63,1.0,0.0,1.0,0.0
1088,male,0,5,free/reduced,0,2,1,0,1.0,1,1,68,62,71,0.0,1.0,1.0,0.0
1089,male,2,0,standard,1,2,1,1,5.0,2,2,93,92,86,0.0,1.0,0.0,1.0
1090,female,2,2,free/reduced,0,1,2,0,3.0,1,1,41,63,56,1.0,0.0,1.0,0.0
1091,male,1,3,standard,1,0,2,1,1.0,1,1,76,63,68,0.0,1.0,0.0,1.0
1092,female,1,5,standard,0,0,2,1,2.0,0,2,67,80,87,1.0,0.0,0.0,1.0
1093,male,1,6,free/reduced,1,1,2,1,2.0,1,0,47,46,39,0.0,1.0,1.0,0.0
1094,female,2,5,standard,1,1,0,1,0.0,0,0,63,67,73,1.0,0.0,0.0,1.0
1095,male,1,6,free/reduced,1,1,2,1,3.0,1,2,52,51,51,0.0,1.0,1.0,0.0
1096,female,2,2,standard,0,2,2,1,1.0,0,2,82,85,90,1.0,0.0,0.0,1.0
1097,male,2,2,standard,1,3,2,1,2.0,1,0,87,82,79,0.0,1.0,0.0,1.0
1098,female,1,6,free/reduced,1,2,2,1,1.0,1,0,40,60,54,1.0,0.0,1.0,0.0
1099,male,4,0,standard,1,0,1,0,3.0,0,0,64,45,44,0.0,1.0,0.0,1.0
1100,female,4,5,standard,0,2,1,0,3.0,0,0,87,94,91,1.0,0.0,0.0,1.0
1101,female,2,1,standard,1,2,2,1,3.0,0,0,57,68,67,1.0,0.0,0.0,1.0
1102,male,2,6,standard,1,1,0,1,4.0,1,1,69,67,66,0.0,1.0,0.0,1.0
1103,male,3,2,standard,1,0,2,0,3.0,1,0,76,57,60,0.0,1.0,0.0,1.0
1104,female,4,6,standard,0,2,1,1,2.0,1,0,74,82,76,1.0,0.0,0.0,1.0
1105,male,2,6,standard,0,1,1,1,1.0,1,1,62,62,63,0.0,1.0,0.0,1.0
1106,female,3,0,free/reduced,1,1,2,1,1.0,2,0,53,73,61,1.0,0.0,1.0,0.0
1107,female,2,5,standard,0,1,1,1,2.0,1,1,44,64,64,1.0,0.0,0.0,1.0
1108,female,1,5,standard,1,2,0,1,0.0,1,2,56,70,63,1.0,0.0,0.0,1.0
1109,female,1,2,free/reduced,0,1,2,1,0.0,1,0,32,56,51,1.0,0.0,1.0,0.0
1110,male,4,2,free/reduced,0,1,2,0,1.0,2,0,67,61,63,0.0,1.0,1.0,0.0
1111,male,2,2,standard,1,1,0,1,3.0,1,1,83,76,67,0.0,1.0,0.0,1.0
1112,female,1,4,standard,1,1,1,1,2.0,0,1,59,62,59,1.0,0.0,0.0,1.0
1113,female,2,6,standard,1,1,2,1,4.0,1,0,63,62,60,1.0,0.0,0.0,1.0
1114,female,3,0,free/reduced,1,1,0,0,2.0,0,0,42,64,63,1.0,0.0,1.0,0.0
1115,male,3,4,standard,1,1,2,1,3.0,1,0,94,97,92,0.0,1.0,0.0,1.0
1116,male,3,6,free/reduced,0,1,2,1,0.0,1,0,56,60,62,0.0,1.0,1.0,0.0
1117,female,2,3,standard,1,2,0,1,2.0,1,0,70,78,74,1.0,0.0,0.0,1.0
1118,female,3,5,free/reduced,1,1,1,0,2.0,0,1,41,55,57,1.0,0.0,1.0,0.0
1119,female,3,2,free/reduced,1,2,2,1,2.0,0,0,72,79,86,1.0,0.0,1.0,0.0
1120,female,4,3,standard,1,1,2,1,2.0,0,1,89,83,93,1.0,0.0,0.0,1.0
1121,male,4,2,free/reduced,1,1,2,1,1.0,1,0,82,79,74,0.0,1.0,1.0,0.0
1122,female,2,0,free/reduced,1,1,2,1,0.0,1,2,66,79,79,1.0,0.0,1.0,0.0
1123,female,3,1,standard,1,1,2,0,1.0,2,0,86,93,90,1.0,0.0,0.0,1.0
1124,male,2,2,free/reduced,1,1,2,1,4.0,0,1,67,80,67,0.0,1.0,1.0,0.0
1125,female,1,2,free/reduced,1,2,2,0,1.0,1,1,65,66,68,1.0,0.0,1.0,0.0
1126,female,2,5,free/reduced,0,1,2,0,1.0,0,2,81,92,99,1.0,0.0,1.0,0.0
1127,female,2,0,free/reduced,1,1,2,1,0.0,0,0,45,52,50,1.0,0.0,1.0,0.0
1128,male,4,6,free/reduced,1,1,2,1,3.0,0,0,76,62,61,0.0,1.0,1.0,0.0
1129,female,4,4,standard,1,2,2,1,4.0,1,0,75,85,80,1.0,0.0,0.0,1.0
1130,male,3,0,free/reduced,0,1,1,1,2.0,0,1,61,70,69,0.0,1.0,1.0,0.0
1131,female,0,2,standard,1,2,1,0,1.0,1,2,70,78,78,1.0,0.0,0.0,1.0
1132,female,2,1,standard,1,0,1,0,2.0,1,0,74,80,84,1.0,0.0,0.0,1.0
1133,male,2,0,standard,0,0,2,1,0.0,2,1,73,73,72,0.0,1.0,0.0,1.0
1134,male,2,0,free/reduced,1,1,2,1,1.0,1,1,62,67,60,0.0,1.0,1.0,0.0
1135,male,2,6,free/reduced,0,1,1,0,1.0,1,2,53,58,59,0.0,1.0,1.0,0.0
1136,female,2,1,standard,1,2,2,1,3.0,1,1,53,59,56,1.0,0.0,0.0,1.0
1137,female,1,0,free/reduced,1,1,2,1,2.0,1,0,26,48,37,1.0,0.0,1.0,0.0
1138,male,4,1,standard,1,1,2,1,1.0,1,0,67,56,50,0.0,1.0,0.0,1.0
1139,male,0,1,standard,1,1,2,1,1.0,1,0,81,76,77,0.0,1.0,0.0,1.0
1140,male,4,5,free/reduced,1,1,1,0,2.0,0,2,89,81,77,0.0,1.0,1.0,0.0
1141,male,2,5,free/reduced,1,2,2,1,2.0,0,1,71,73,68,0.0,1.0,1.0,0.0
1142,male,2,1,standard,1,1,1,1,0.0,1,0,83,74,74,0.0,1.0,0.0,1.0
1143,female,1,0,free/reduced,0,1,2,1,0.0,0,0,29,49,50,1.0,0.0,1.0,0.0
1144,female,1,1,standard,1,1,1,1,1.0,0,0,74,85,80,1.0,0.0,0.0,1.0
1145,female,1,5,standard,1,1,1,0,3.0,1,2,73,77,75,1.0,0.0,0.0,1.0
1146,male,3,1,standard,0,0,2,0,1.0,1,1,95,93,91,0.0,1.0,0.0,1.0
1147,female,1,5,free/reduced,1,2,2,1,1.0,0,1,36,46,43,1.0,0.0,1.0,0.0
1148,male,2,2,free/reduced,0,2,1,1,1.0,1,2,57,53,52,0.0,1.0,1.0,0.0
1149,male,2,0,standard,1,0,2,0,3.0,0,0,85,76,75,0.0,1.0,0.0,1.0
1150,female,0,5,standard,1,2,1,1,3.0,1,1,77,79,82,1.0,0.0,0.0,1.0
1151,male,0,5,standard,0,1,1,0,4.0,1,0,86,72,77,0.0,1.0,0.0,1.0
1152,female,4,5,standard,1,0,1,1,4.0,0,0,86,83,89,1.0,0.0,0.0,1.0
1153,male,2,3,free/reduced,1,1,1,0,2.0,0,2,65,63,66,0.0,1.0,1.0,0.0
1154,female,2,6,free/reduced,1,1,2,0,3.0,1,2,53,66,58,1.0,0.0,1.0,0.0
1155,male,3,4,standard,0,1,1,0,4.0,1,1,78,76,72,0.0,1.0,0.0,1.0
1156,female,1,4,standard,1,1,0,1,3.0,1,0,55,71,73,1.0,0.0,0.0,1.0
1157,male,1,6,standard,0,2,0,0,2.0,0,1,54,56,57,0.0,1.0,0.0,1.0
1158,female,2,1,standard,0,0,1,1,0.0,0,0,52,73,68,1.0,0.0,0.0,1.0
1159,male,3,1,free/reduced,0,2,1,1,1.0,2,0,78,69,67,0.0,1.0,1.0,0.0
1160,female,3,4,free/reduced,1,1,1,0,5.0,0,0,57,72,66,1.0,0.0,1.0,0.0
1161,female,0,6,free/reduced,0,2,2,1,0.0,1,2,59,81,79,1.0,0.0,1.0,0.0
1162,female,3,0,free/reduced,1,2,0,0,2.0,0,0,62,74,73,1.0,0.0,1.0,0.0
1163,male,2,0,free/reduced,1,2,1,0,2.0,2,0,51,48,46,0.0,1.0,1.0,0.0
1164,male,1,5,free/reduced,0,2,2,1,1.0,1,0,45,44,51,0.0,1.0,1.0,0.0
1165,male,1,6,standard,0,1,2,1,3.0,0,0,74,67,69,0.0,1.0,0.0,1.0
1166,male,2,3,free/reduced,1,2,2,1,2.0,0,2,72,69,70,0.0,1.0,1.0,0.0
1167,female,2,3,standard,1,1,1,1,3.0,2,2,60,72,66,1.0,0.0,0.0,1.0
1168,female,2,1,standard,1,1,2,0,1.0,0,1,70,77,76,1.0,0.0,0.0,1.0
1169,male,2,1,free/reduced,0,2,1,1,0.0,0,0,63,61,62,0.0,1.0,1.0,0.0
1170,male,1,6,free/reduced,1,2,1,0,1.0,2,0,42,48,38,0.0,1.0,1.0,0.0
1171,female,2,5,standard,1,2,1,0,3.0,0,2,38,48,50,1.0,0.0,0.0,1.0
1172,female,4,6,free/reduced,1,1,2,0,2.0,1,0,48,61,49,1.0,0.0,1.0,0.0
1173,male,1,2,standard,1,1,2,1,0.0,1,0,71,65,63,0.0,1.0,0.0,1.0
1174,male,2,5,free/reduced,0,1,1,0,2.0,2,0,58,63,60,0.0,1.0,1.0,0.0
1175,male,4,6,free/reduced,1,2,0,1,2.0,2,0,64,52,52,0.0,1.0,1.0,0.0
1176,female,2,4,standard,1,2,1,1,3.0,0,1,44,57,53,1.0,0.0,0.0,1.0
1177,male,2,6,standard,1,1,2,0,3.0,0,2,57,47,44,0.0,1.0,0.0,1.0
1178,male,2,3,standard,1,2,2,1,4.0,2,1,81,60,54,0.0,1.0,0.0,1.0
1179,female,3,0,standard,1,1,1,1,0.0,1,1,74,80,82,1.0,0.0,0.0,1.0
